Term,Definition,URL
Indexation: Meaning and Examples,"Indexation means adjusting a price, wage, or other value based on changes in another price or composite indicator of prices./nIndexation can be done to adjust for the effects of inflation, cost of living, or input prices over time./nIt can adjust for different prices and costs in different geographic areas./nIndexation is often used to escalate wages in inflationary environments where failure to negotiate regular wage increases would lead to ongoing real wage cuts for workers.",https://www.investopedia.com/terms/i/indexation.asp
Indexing: Definition and Uses in Economics and Investing,"Indexing is the practice of compiling economic data into a single metric or comparing data to such a metric./nThere are many indexes in finance that reflect on economic activity or summarize market activity./nIn economics, indexes can directly impact people's livelihoods, for example in the form of cost-of-living adjustments that are indexed to inflation./nIn investing, indexes become performance benchmarks against which portfolios and fund managers are measured./nIndexing is also used to refer to passively investing in market indexes to replicate broad market returns rather than actively selecting individual stocks.",https://www.investopedia.com/terms/i/indexing.asp
"Indexed Annuity: Definition, How It Works, Yields, and Caps","An indexed annuity pays a rate of interest based on a particular market index, such as the S&P 500./nIndexed annuities give buyers an opportunity to benefit when the financial markets perform well, unlike fixed annuities, which pay a set interest rate regardless./nHowever, certain provisions in these contracts can limit the potential upside to only a portion of the market's rise.",https://www.investopedia.com/terms/i/indexedannuity.asp
"Indicative Net Asset Value (iNAV): What it is, How it Works","Indicative net asset value (iNAV) is a measure of the intraday net asset value (NAV) of an investment./nIndicative net asset value (iNAV) is reported approximately every 15 seconds by a calculation agent, typically the exchange that the investment is trading on./nIndicative net asset value (iNAV) can be reported for both closed-end mutual funds and exchange-traded funds (ETFs)./nTo come up with the indicative net asset value (iNAV), the calculation agent will use the established price of all securities in the portfolio to generate the total asset value; then the fund’s liabilities are subtracted from total assets and the remainder is divided by the number of shares.",https://www.investopedia.com/terms/i/indicative_net_asset_value.asp
"Rupee: Definition, Value, and Examples of Indian Currency","The Indian rupee is the currency of India; INR is its currency code, and the currency symbol is ₹./nSince India is a cash-based economy, fake currency has been circulated by those engaged in illegal behavior./nTo prevent fraud, the Reserve Bank of India has changed and updated the rupee notes with new security features over the years./nVarious factors can impact the exchange rate of the Indian rupee, including trade flows, investment flows, and oil prices.",https://www.investopedia.com/terms/i/inr.asp
What Is an Indication of Interest (IOI)? How It Works and Example,"Indications of interest are nonbinding agreements to acquire a company or buy a security once available./nThese securities are expressed during IPO registration./nStockbrokers put the IOI in place for investments./nEven though these are nonbinding, IOIs constitute serious inquiries only./nExpressing interest in an IOI does not provide any guarantee once the security reaches the IPO stage.",https://www.investopedia.com/terms/i/ioi.asp
"What Is an Indicator? How It's Used, Types, and Examples","Indicators are statistics used to measure current conditions as well as to forecast financial or economic trends./nEconomic indicators are statistical metrics used to measure the growth or contraction of the economy as a whole or sectors within the economy./nIn the context of technical analysis, an indicator is a mathematical calculation based on a security's price or volume, with the results used to predict future prices./nA key performance indicator refers to a quantifiable measurement used to measure a company's success against a specific target or objective./nCommonly used indicators of a company's profitability include gross margin, operating margin, net margin, and return on equity (ROE).",https://www.investopedia.com/terms/i/indicator.asp
Indifference Curves in Economics: What Do They Explain?,An indifference curve shows a combination of two goods in various quantities that provides equal satisfaction or utility to an individual./nA consumer has an equal preference for the various combinations of goods shown along the curve./nIndifference curves are typically shown convex to the origin and no two indifference curves ever intersect./nEconomists have adopted the principles of indifference curves in the study of welfare economics.,https://www.investopedia.com/terms/i/indifferencecurve.asp
"Indirect Loan: What it is, How it Works, Examples","With an indirect loan, the lender does not have a direct relationship with the borrower, who has borrowed from a third party, arranged by an intermediary./nIndirect loans are often used in the auto industry, with dealers helping buyers facilitate funding through their network of financial institutions and other lenders./nIndirect loans are typically more expensive than direct loans, as they are often used by borrowers who might not otherwise qualify for a loan.",https://www.investopedia.com/terms/i/indirect-loan.asp
What Is an Indirect Quote? Definition and Vs. Direct Quote,"An indirect quote in the foreign exchange markets expresses the amount of foreign currency required to buy or sell one unit of the domestic currency./nAn indirect quote is also known as a “quantity quotation,” since it expresses the quantity of foreign currency required to buy a unit of the domestic currency./nThe opposite of an indirect quote is a direct quote which expresses the price of one unit of a foreign currency in terms of variable number of units of the domestic currency.",https://www.investopedia.com/terms/i/indirectquote.asp
How To Use the Indirect Method To Prepare a Cash Flow Statement,"Under the indirect method, the cash flow statement begins with net income on an accrual basis and subsequently adds and subtracts non-cash items to reconcile to actual cash flows from operations./nThe indirect method is often easier to use than the direct method since most larger businesses already use accrual accounting./nThe complexity and time required to list every cash disbursement—as required by the direct method—makes the indirect method preferred and more commonly used.",https://www.investopedia.com/terms/i/indirect_method.asp
"Indirect Tax: Definition, Meaning, and Common Examples",,https://www.investopedia.com/terms/i/indirecttax.asp
"Individual Retirement Account (IRA): What It Is, 4 Types","Individual retirement accounts (IRAs) are retirement savings accounts with tax advantages./nTypes of IRAs include traditional IRAs, Roth IRAs, Simplified Employee Pension (SEP) IRAs, and Savings Incentive Match Plan for Employees (SIMPLE) IRAs./nMoney held in an IRA usually can’t be withdrawn before age 59½ without incurring a hefty tax penalty of 10% of the amount withdrawn./nAnnual income limitations apply to both the deductibility of contributions made to traditional IRAs and contributions made to Roth IRAs./nRMDs from a traditional IRA must begin at age 73.",https://www.investopedia.com/terms/i/ira.asp
Industrial Banks or Loan Companies: Overview and Criticism,"An industrial bank–also referred to as an industrial loan company (ILC)–is a state-chartered, financial institution, usually owned by a commercial firm, that is not regulated by a federal banking agency./nIndustrial banks are only chartered by a few states; the state of Utah provides the majority of charters for industrial banks in the U.S./nIndustrial banks have become controversial because they allow nonfinancial companies to offer banking services without oversight by the Federal Reserve.",https://www.investopedia.com/terms/i/industrial-bank.asp
What Is Industrial Production Index (IPI)? How It Measures Output,"The industrial production index (IPI) measures levels of production and capacity in the manufacturing, mining, electric, and gas industries, relative to a base year./nThe Federal Reserve Board (FRB) publishes the IPI in the middle of every month, and revisions to previous estimates at the end of every March./nThe composite index is an important macroeconomic indicator for economists and investors./nIndustry-level data, meanwhile, is useful for managers and investors within specific lines of business.",https://www.investopedia.com/terms/i/ipi.asp
"Industrial Organization: Definition, Areas of Study, Example","Industrial organization is an analysis of factors, operational or otherwise, that contribute to a firm's overall strategy and product placement./nIt involves a study of different areas, from market power to product differentiation to industrial policy, that affect a firm's operations.",https://www.investopedia.com/terms/i/industrial-organization.asp
Industrial Goods Sector: How It Works and How to Track It,"The industrial goods sector is the sector of the economy that is responsible for the manufacturing and production of capital goods./nCompanies in the industrial goods industry sell machinery, equipment, or supplies used in manufacturing and construction./nThe industrial goods sector normally declines during economic recessions and rises during expansions, though its various subsectors can perform differently from one another./nSome of the largest companies in the world can be found in this sector, and the Dow Jones Industrial Index has historically been weighted heavily to industrial stocks.",https://www.investopedia.com/terms/i/industrial-goods-sector.asp
Industrial Revenue Bonds—IRBs,"Industrial revenue bonds (IRBs) are a type of municipal bond, issued by a state or local government on behalf of a private company for a specific project./nAn IRB is a variety of revenue bond, specifically a private activity bond./nIRBs raise capital to fund the development of a manufacturing facility or equipment that will benefit the community at large; bondholders are repaid by the revenue the project generates./nAs with other munis, IRBs generate tax-free interest income.",https://www.investopedia.com/terms/i/idrb.asp
"Industrial Revolution Definition: History, Pros, and Cons","The first Industrial Revolution began in Great Britain in the 1700s and 1800s and was a time of significant innovation./nThe American Industrial Revolution followed in the late 19th century and was an engine of economic growth in the U.S./nThe Industrial Revolution led to inventions that included the assembly line, telegraph, steam engine, sewing machine, and internal combustion engine./nWorking for businesses during the Industrial Revolution paid better wages than agricultural work./nThe increase in the number of factories and migration to the cities led to pollution, deplorable working and living conditions, and child labor.",https://www.investopedia.com/terms/i/industrial-revolution.asp
Industry: Definition in Business and Investing,"Similar companies are grouped into classifications called industries, such as department stores and automakers./nIndustry grouping is based on the primary product that a company makes or sells. Industries are further grouped into sectors./nThe North American Industry Classification System is the standard classification system used by government agencies to organize companies into sectors or industries./nThe Global Industry Classification Standard also assigns every company an economic sector and industry group./nCompanies within an industry often perform similarly due to macroeconomic conditions that help or hurt all companies with similar customer bases or products.",https://www.investopedia.com/terms/i/industry.asp
Understanding the Industry Life Cycle: Phases and Examples,"The industry life cycle refers to the evolution of an industry or business based on its stages of growth and decline./nThe four phases of the industry life cycle are the introduction, growth, maturity, and decline phases./nThe industry life cycle ends with the culmination of the decline phase, a period when the industry or business is unable to sustain growth./nMature industries include food and agriculture, mining, and financial services./nInvestors can make better-informed investment decisions once they understand industry life cycles.",https://www.investopedia.com/terms/i/industrylifecycle.asp
"Industrialization: What It Is, Examples, and Impacts on Society","Industrialization is a transformation away from an agricultural- or resource-based economy, toward an economy based on mechanized manufacturing./nIndustrialization is usually associated with a greater average income and improved living standards./nEarly industrialization occurred in Europe and North America during the 18th and 19th centuries, and later in other parts of the world./nNumerous strategies for industrialization have been pursued over time, with varying levels of success.",https://www.investopedia.com/terms/i/industrialization.asp
"Industry Life Cycle Analysis: Definition, 4 Stages, and Example","Industry life cycle refers to the stages of growth, consolidation, and eventual extinction of an industry./nIt mirrors an economic cycle and consists of four main stages: expansion, peak, contraction, and trough./nIt is used to analyze a company's stock, depending on the stage that it is in during a life cycle.",https://www.investopedia.com/terms/i/industrylifecycleanalysis.asp
"What Is an Inefficient Market? Definition, Effects, and Example","An inefficient market is one that does not succeed in incorporating all available information into a true reflection of an asset's fair price./nMarket inefficiencies exist due to information asymmetries, transaction costs, market psychology, and human emotion, among other reasons./nAs a result, some assets may be over- or under-valued in the market, creating opportunities for excess profits./nThe presence of inefficient markets in the world somewhat undermines economic theory, and in particular the efficient market hypothesis (EMH).",https://www.investopedia.com/terms/i/inefficientmarket.asp
"Infant-Industry Theory: Definition, Main Arguments, and History","The infant-industry theory states that new industries in developing countries need protection against competitive pressures until they mature./nThis theory, first developed in the early 19th century by Alexander Hamilton and Friedrich List, is often a justification for protectionist trade policies./nDeveloping nation's governments may enact measures such as import duties, tariffs, quotas, and exchange rate controls to give the infant-industry time to develop and stabilize.",https://www.investopedia.com/terms/i/infantindustry.asp
"Inferior Good: Definition, Examples, and Role of Consumer Behavior","An inferior good is one whose demand drops when people's incomes rise./nWhen incomes are low or the economy contracts, inferior goods become a more affordable substitute for a more expensive good./nInferior goods may refer to the brand of products purchased, items purchased, or instance of how something occurs (i.e. taking a bus vs. driving a new car)./nInferior goods are the opposite of normal goods, whose demand increases even when incomes increase./nInferior goods also oppose luxury goods, items of higher quality often sold at a premium that are not needed.",https://www.investopedia.com/terms/i/inferior-good.asp
"Inflation: What It Is, How It Can Be Controlled, and Extreme Examples","Inflation measures how quickly the prices of goods and services are rising./nInflation is sometimes classified into three types: demand-pull inflation, cost-push inflation, and built-in inflation./nThe most commonly used inflation indexes are the Consumer Price Index and the Wholesale Price Index./nInflation can be viewed positively or negatively depending on the individual viewpoint and rate of change./nThose with tangible assets, like property or stocked commodities, may like to see some inflation as that raises the value of their assets.",https://www.investopedia.com/terms/i/inflation.asp
"Inflation Accounting: Definition, Methods, Pros & Cons","Inflation accounting is the practice of adjusting financial statements according to price indexes./nNumbers are restated to reflect current values in hyperinflationary business environments./nInternational Financial Reporting Standards (IFRS) defines hyperinflation as prices, interest, and wages linked to a price index rising 100% or more cumulatively over three years./nIFRS and U.S. GAAP have different requirements for inflation accounting.",https://www.investopedia.com/terms/i/inflation-accounting.asp
"Inflation-Adjusted Return: Definition, Formula, and Example","The inflation-adjusted return accounts for the effect of inflation on an investment's performance over time./nAlso known as the real return, the inflation-adjusted return provides a more realistic comparison of an investment's performance./nInflation will lower the size of a positive return and increase the magnitude of a loss.",https://www.investopedia.com/terms/i/inflation_adjusted_return.asp
Inflation Hedge,Inflation hedging can be used to offset the anticipated drop in a currency's price./nLimiting downside risk is a major commonality between institutional investors and currency hedging is a common practice.,https://www.investopedia.com/terms/i/inflation-hedge.asp
"Inflation Swap: Definition, How It Works, Benefits, Example","An inflation swap is a transaction where one party transfers inflation risk to a counterparty in exchange for a fixed payment./nAn inflation swap can provide a pretty accurate estimation of what would be considered the ""break-even"" inflation rate./nInflation swaps are used by financial professionals to mitigate (or hedge) the risk of inflation and to use the price fluctuations to their advantage.",https://www.investopedia.com/terms/i/inflation-swap.asp
What Is an Inflationary Gap?,"An inflationary gap measures the difference between the current real GDP and the GDP of an economy operating at full employment./nThe current real GDP must be higher than the potential GDP for the gap to be considered inflationary./nPolicies that reduce an inflationary gap include reductions in government spending, tax increases, bond and securities issues, interest rate increases, and transfer payment reductions./nA government may use fiscal policy to help reduce an inflationary gap by decreasing the number of funds circulating within the economy./nA tight monetary policy should lower the money available to most consumers, triggering less demand.",https://www.investopedia.com/terms/i/inflationary_gap.asp
Inflection Point in Business: Overview and Examples,"An inflection point refers to a key event that changes the trajectory of some process or situation related to the economy or society./nInflection points are more significant than the small day-to-day progress typically made in a company, and the effects of the change are often well known and widespread./nWhen an inflection point is identified, it is often a sign that the affected industry must make certain fundamental changes in order to continue to operate./nInflection points can be intentional (actions taken by a company or competitor) or unintentional (those that occur by accident or from unforeseen events)./nIf companies are not able to adapt to an inflection point, they will fail to keep up with competitors and cease operations. For those that can adapt, inflection points can be an advantage.",https://www.investopedia.com/terms/i/inflectionpoint.asp
"Information Coefficient (IC): Definition, Example, and Formula","The information coefficient (IC) is a measure used to evaluate the skill an investment analyst or active portfolio manager./nAn IC of +1.0 indicates a perfect prediction of actual returns, while an IC of 0.0 indicates no linear relationship. An IC of -1.0 indicates that the analyst always fails at making a correct prediction./nThe IC is not to be confused with the Information Ratio (IR). The IR is a measure of an investment manager's skill, comparing a manager's excess returns to the amount of risk taken.",https://www.investopedia.com/terms/i/information-coefficient.asp
"Infrastructure: Definition, Meaning, and Examples","Infrastructure is the basic facilities and system serving a country, region, or community./nExamples of infrastructure include mass transit and telecommunications networks./nLarge-scale infrastructure is usually produced by the public sector and funded bytax revenue./nInfrastructure can often be produced on a smaller scale by private firms or through local authorities./nInfrastructure can be classified as soft or hard and both are essential to the economy and quality of life of a society.",https://www.investopedia.com/terms/i/infrastructure.asp
"Information Ratio (IR): Definition, Formula, vs. Sharpe Ratio","The information ratio (IR) is a measurement of portfolio returns above the returns of a benchmark, usually an index such as the S&P 500, to the volatility of those returns./nThe information ratio is used to evaluate the skill of a portfolio manager at generating returns in excess of a given benchmark./nA higher IR result implies a better portfolio manager who's achieving a higher return in excess of the benchmark, given the risk taken.",https://www.investopedia.com/terms/i/informationratio.asp
"Inherent Risk: Definition, Examples, and 3 Types of Audit Risks","Inherent risk is the risk posed by an error or omission in a financial statement due to a factor other than a failure of internal control./nIn a financial audit, inherent risk is most likely to occur when transactions are complex, or in situations that require a high degree of judgment in regard to financial estimates./nInherent risk is one of the risks auditors and analysts must look for when reviewing financial statements, along with control risk anddetection risk./nInherent risk is common in the financial services sector due to complex regulations and the use of difficult-to-assess financial instruments.",https://www.investopedia.com/terms/i/inherent-risk.asp
"Inheritance: Definition, How It Works, and Taxes","An inheritance is a financial term describing the assets passed down to individuals after someone dies./nMost inheritances consist of cash that’s parked in a bank account but may contain stocks, bonds, cars, jewelry, automobiles, art, antiques, real estate, and other tangible assets./nThose who receive an inheritance may be subject to inheritance taxes, where the more distantly related a beneficiary is to the decedent, the larger the inheritance tax is likely to be./nSix U.S. states currently impose inheritance taxes: Iowa, Kentucky, Maryland, Nebraska, New Jersey, and Pennsylvania./nA decedent’s assets are divided according to their will through the probate process. If there is no will, the court will appoint an administrator to divide assets according to state laws.",https://www.investopedia.com/terms/i/inheritance.asp
"Inheritance Tax: What It Is, How It's Calculated, and Who Pays It","Inheritance tax is a levy on assets inherited from a deceased person./nAn inheritance tax is levied on the value of the inheritance received by the beneficiary, and it is paid by the beneficiary./nThere is no federal inheritance tax./nInherited assets may be taxed for residents of Iowa, Kentucky, Maryland, Nebraska, New Jersey, and Pennsylvania./nWhether you may pay inheritance tax depends on the amount of the inheritance, your relationship to thedecedent, and the state in which the decedent lived.",https://www.investopedia.com/terms/i/inheritancetax.asp
Inherited IRA: Definition and Tax Rules for Spouses and Non-Spouses,"An inherited IRA, also known as a beneficiary IRA, is an account that you open when you inherit an IRA after the original owner dies./nYou can't make additional contributions to an inherited IRA./nWithdrawals rules vary for spousal and non-spousal beneficiaries./nThe SECURE Act mandated that non-spousal beneficiaries must withdraw all the funds from an inherited IRAs within 10 years./nTraditional IRA owners must take required minimum distributions starting at age 73.",https://www.investopedia.com/terms/i/inherited_ira.asp
"Initial Coin Offering (ICO): Coin Launch Defined, with Examples",,https://www.investopedia.com/terms/i/initial-coin-offering-ico.asp
"Initial Margin: Definition, Minimum Requirements, Example","Initial margin is the percent of a purchase price that must be paid with cash when using a margin account./nFed regulations currently require that the initial margin is set at a minimum of 50% of a security's purchase price. But brokerages and exchanges can set initial margin requirements higher than the Fed minimum./nInitial margin requirements are different from maintenance margin requirements, which is the percent of equity that must be retained on an ongoing basis in the account.",https://www.investopedia.com/terms/i/initialmargin.asp
"Inorganic Growth: Definition, How It Arises, Methods, and Example","Inorganic growth is growth from buying other businesses or opening new locations./nMeanwhile, organic growth is internal growth the company sees from its operations, often measured by same-store or comparable sales./nAcquisitions can help immediately boost a company’s earnings and increase market share./nThe downside of inorganic growth via acquisitions is that implementation of technology or integration of the new employees can take time./nInorganic growth involving the opening of new stores can capitalize on high-traffic areas, but it can also cannibalize existing stores.",https://www.investopedia.com/terms/i/inorganicgrowth.asp
"Input-Output Analysis: Definition, Main Features, and Types","Input-output analysis is a macroeconomic analysis based on the interdependencies between different economic sectors or industries./nInput-output analysis is used to estimate the impacts of positive or negative economic shocks and analyzes the ripple effects throughout the economy./nThe use of input-output analysis is not common in the Western world or neoclassical economics but often used in Marxist economics when central planning of an economy is required./nInput-output tables are the foundation of input-output analysis, depicting rows and columns of data that quantify the supply chain for all of the sectors of an economy./nThree types of impacts are modeled in input-output analysis. They are direct impact, indirect impact, and induced impact./nThese impacts on the economy are determined when certain input levels are changed.",https://www.investopedia.com/terms/i/input-output-analysis.asp
"INSEAD: What It Means, History, Programs","INSEAD is one of the world's leading and largest graduate business schools with five campuses and centers around the globe./nThe school offers a variety of graduate programs, including MBAs, a doctorate in management, and a certificate program./nThe school has 165 faculty members and more than 1,500 students enrolled in its graduate degree-granting programs each year.",https://www.investopedia.com/terms/i/insead.asp
Indemnity: What It Means in Insurance and the Law,"Indemnity is a comprehensive form of insurance compensation for damage or loss./nIn an indemnity arrangement, one party agrees to pay for potential losses or damage caused by another party./nA typical example is an insurance contract, in which the insurer or the indemnitor agrees to compensate the other (the insured or the indemnitee) for any damage or losses in return for premiums paid by the insured to the insurer.",https://www.investopedia.com/terms/i/indemnity.asp
Understanding an Inside Day Pattern With Example,"An inside day is a common technical chart pattern where the high and low of one day occur inside the high and low of the prior day./nInside days are thought to signal a continuation pattern./nIf trading a breakout from the pattern, the highest probability trades are ones where the overall market direction aligns with the direction into and out of the two-day pattern.",https://www.investopedia.com/terms/i/inside_day.asp
"What Is Inside Sales? Definition, How It Works, and Advantages","An inside sale is the sale of products or services made by personnel who reach customers by phone or online./nOutside sales would instead rely on in-person meetings and physical interaction./nInside and outside sales may be paired for greater efficiency, where they assist each other in tasks, such as lead generation, to increase sales./nPurchasing goods and services online or by phone is increasingly popular among consumers.",https://www.investopedia.com/terms/i/inside-sales.asp
"Insider Information: Definition, Example, Illegality",Insider information refers to non-public facts about a publicly-traded company which could provide an advantage to investors./nThe manipulation of insider information to benefit an investor in buying or selling stock is known as insider trading and is illegal./nThe Securities and Exchange Commission regulates legal insider trading.,https://www.investopedia.com/terms/i/insiderinformation.asp
"Insolvencies: Definition, How It Works, and Contributing Factors","Insolvency is a state of financial distress in which a person or business is unable to pay their debts./nInsolvency is when liabilities are greater than the value of the company, or when a debtor cannot pay the debts they owe./nA company can become insolvent due to a number of situations that lead to poor cash flow./nWhen faced with insolvency, a business or individual can contact creditors directly and restructure debts to pay them off.",https://www.investopedia.com/terms/i/insolvency.asp
"Institute For Supply Management (ISM): What It Is, How It Works","The Institute for Supply Management is a nonprofit supply management association./nThe organization was established in 1915 as the National Association of Purchasing Agents before changing its name in 2002./nIt provides certification, development, education, and research for the supply management and purchasing industries./nISM members can earn the Certified Professional in Supply Management or the Certified Professional in Supplier Diversity./nThe ISM publishes three Purchase Managers' Indexes as part of its ISM Manufacturing Report on Business, which is considered a leading economic indicator.",https://www.investopedia.com/terms/i/institute-for-supply-management.asp
"Installment Debt: Meaning, Types, Pros and Cons","An installment debt is a loan that is repaid in regular installments, such as most mortgages and car loans./nInstallment loans are good for borrowers as it's a way to finance big-ticket items, while they provide lenders with regular payments./nInstallments loans are generally less risky than other alternative loans that do not have installment payments, such as balloon-payment loans or interest-only loans./nAn installment debt may be a type of personal loan./nYour amortization schedule determines how much you pay in monthly installment debt payments.",https://www.investopedia.com/terms/i/installmentdebt.asp
What Is Insider Trading and When Is It Legal?,"Insider trading is buying or selling a publicly traded company's stock by someone with non-public, material information about that company./nNon-public, material information is any information that could substantially impact an investor's decision to buy or sell a security that has not been made available to the public./nThis form of insider trading is illegal and has stern penalties, including potential fines and jail time./nInsider transactions are legal as long as you conform to the rules set forth by the SEC.",https://www.investopedia.com/terms/i/insidertrading.asp
"Institute of Management Accountants (IMA): Meaning, How it Works","The Institute of Management Accountants (IMA) is a global association for financial professionals and offers the prestigious Certified Management Accountant (CMA) designation./nThe IMA's mission is to promote education and development in management accounting and finance, the highest ethics and best business practices./nAs of Sept. 21, 2022, the IMA had approximately 140,000 members in 150 countries.",https://www.investopedia.com/terms/i/institute-of-management-accountants.asp
I/B/E/S - The Institutional Brokers' Estimate System Explained,"The Institutional Brokers' Estimate System, or IBES, is a database of analyst estimates and company guidance for more than 23,400 public companies./nThe database aggregates all of the available financial data on companies and company sectors to aid in decision-making./nIt features a host of data from equity analyst consensus to forward guidance./nHistorical data is available from 1976 when IBES was introduced, with international data going back to 1987./nIBES is owned today by Thomson Reuters.",https://www.investopedia.com/terms/i/ibes.asp
"Instrument: Definition in Finance, Economics, and Law","An instrument is an implement with which to store or transfer value or financial obligations./nA financial instrument is a tradable or negotiable asset, security, or contract./nLegal instruments may contain binding terms, rights, and/or obligations.",https://www.investopedia.com/terms/i/instrument.asp
Institutional Investor: Who They Are and How They Invest,"An institutional investor is a company or organization that invests money on behalf of clients or members./nHedge funds, mutual funds, and endowments are examples of institutional investors./nInstitutional investors are considered savvier than the average investor and are often subject to less regulatory oversight./nThe buying and selling of large positions by institutional investors can create supply and demand imbalances that result in sudden price moves in stocks, bonds, or other assets./nInstitutional investors are the big fish on Wall Street.",https://www.investopedia.com/terms/i/institutionalinvestor.asp
Insurable Interest,"Insurable interest is the basis of all insurance policies linking the insured and owner of the policy./nInsurable interest can be an object which, if damaged or destroyed, would result in financial hardship for the policyholder./nTo exercise insurable interest, the policyholder would buy insurance on the item or entity in question./nThe policy must not create a moral hazard, in which a policyholder would have a financial incentive to allow or even cause a loss.",https://www.investopedia.com/terms/i/insurable-interest.asp
Non-Sufficient Funds (NSF): What It Means & How to Avoid Fees,"A checking account is said to have “non-sufficient funds” (NSF), or ""insufficient funds” when it lacks the money needed to cover transactions./nThe acronym NSF also references the fee a customer is charged for presenting a check or payment that cannot be covered by the balance in the account./nConsumers can avoid NSF fees by opting for overdraft protection through their banks.",https://www.investopedia.com/terms/n/nsf.asp
Insurance Claim,"An insurance claim is a formal request by a policyholder to an insurance company for coverage or compensation for a covered loss or policy event./nThe insurance company validates the claim and, once approved, issues payment to the insured or an approved interested party on behalf of the insured./nFor property-casualty insurance, such as for your car or home, filing a claim can cause rate hikes to your future premiums.",https://www.investopedia.com/terms/i/insurance_claim.asp
"Insurance: Definition, How It Works, and Main Types of Policies","Insurance is a contract (policy) in which an insurer indemnifies another against losses from specific contingencies or perils./nThere are many types of insurance policies. Life, health, homeowners, and auto are among the most common forms of insurance./nThe core components that make up most insurance policies are the premium, deductible, and policy limits.",https://www.investopedia.com/terms/i/insurance.asp
"Insurance Underwriter: Definition, What Underwriters Do",Insurance underwriters evaluate the risks involved in insuring people and assets and establish pricing for a risk./nUnderwriters in investment banking guarantee a minimum share price for a company planning an IPO (initial public offering)./nCommercial banking underwriters assess the risk of lending to individuals or lenders and charge interest to cover the cost of assuming that risk./nInsurance underwriters assume the risk of a future event and charge premiums in return for a promise to reimburse the client an amount in the event damage or occurs.,https://www.investopedia.com/terms/i/insurance-underwriter.asp
"Insurance Premium Defined, How It's Calculated, and Types","An insurance premium is the amount of money an individual or business must pay for an insurance policy./nInsurance premiums are paid for policies that cover healthcare, auto, home, and life insurance./nFailure to pay the premium on the part of the individual or the business may result in the cancellation of the policy and a loss of coverage./nSome premiums are paid quarterly, monthly, or semi-annually depending on the policy./nShopping around for insurance may help you find affordable premiums.",https://www.investopedia.com/terms/i/insurance-premium.asp
Insurance Coverage: Major Types and How They Work,"Insurance coverage refers to the amount of risk or liability that is covered for an individual or entity by way of insurance services./nThe most common types of insurance coverage include auto insurance, life insurance and homeowners insurance./nInsurance coverage helps consumers recover financially from unexpected events, such as car accidents or the loss of an income-producing adult supporting a family./nIn exchange for insurance coverage, the insured person is responsible for paying premiums to the insurance company.",https://www.investopedia.com/terms/i/insurance-coverage.asp
Overview of Insurtech & Its Impact on the Insurance Industry,"Insurtech is the use of technology innovations designed to make the current insurance model more efficient./nBy using technology such as data analysis, IoT, and AI, insurtech allows products to be priced more competitively./nInsurtech is used to more effectively process claims, evaluate risk, process contracts, or underwrite policies./nInsurtech is similar to fintech, as both leverage modern solutions that are revolutionizing each respective traditional industry./nThere are headwinds for insurtechs, notably regulation issues and a reluctance of established insurers to work with them.",https://www.investopedia.com/terms/i/insurtech.asp
"Intangible Personal Property: Definition, Types, and Example","Intangible personal property has no physical shape but represents something else of value./nIntellectual property is one of the most common forms of intangible personal property./nSome examples of intangible personal property include image, social, and reputational capital, as well as personal social media pages and other personal digital assets./nCompanies also have intangible property, such as patents, copyrights, life insurance contracts, securities investments, and partnership interests./nIt is the opposite of tangible personal property, such as machinery, jewelry, electronics, and other items can be physically touched and have some level of value assigned to them.",https://www.investopedia.com/terms/i/intangible-personal-property.asp
"Intellectual Capital: Definition, Types, Measurement, Importance","Intellectual capital refers to the intangible assets that contribute to a company's bottom line. These assets include the expertise of employees, organizational processes, and the sum of knowledge contained within the organization./nThere is no standard method to measure intellectual capital, and standards for measurement vary across organizations./nIntellectual capital includes human capital, information capital, brand awareness, and instructional capital./nBusinesses can increase intellectual capital by hiring better employees, conducting training programs for employees, and developing new patents.",https://www.investopedia.com/terms/i/intellectual_capital.asp
What Are Intangible Assets? Examples and How to Value,"An intangible asset is an asset that is not physical in nature, such as a patent, brand, trademark, or copyright./nBusinesses can create or acquire intangible assets./nAn intangible asset can be considered indefinite (a brand name, for example) or definite, like a legal agreement or contract./nIntangible assets created by a company do not appear on the balance sheet and have no recorded book value.",https://www.investopedia.com/terms/i/intangibleasset.asp
Intentionally Defective Grantor Trusts (IDGT) in Estate Planning,An intentionally defective grantor trust (IDGT) allows a person to isolate certain trust assets to segregate income tax from estate tax treatment./nIt is effectively a grantor trust with a purposeful flaw that ensures the individual continues to pay income taxes./nIDGTs are most often utilized when the trust beneficiaries are children or grandchildren where the grantor has paid income tax on the growth of assets they will inherit.,https://www.investopedia.com/terms/i/igdt.asp
"Inter-American Development Bank (IDB): What it is, How it Works","Inter-American Development Bank (IDB) is a cooperative bank to help support the economic and social development of Latin America and Caribbean countries./nThe IBD includes 48 countries, including the U.S., and financed $13.6 billion for 94 projects in 2021./nThe funds that the Inter-American Development Bank lends to its member countries are raised in the bond market./nThe U.S. is the IDB’s largest shareholder with a 30% stake.",https://www.investopedia.com/terms/i/idb.asp
