Term,Definition,URL
"Initial Coin Offering (ICO): Coin Launch Defined, with Examples",,https://www.investopedia.com/terms/i/initial-coin-offering-ico.asp
"Inheritance Tax: What It Is, How It's Calculated, and Who Pays It","Inheritance tax is a levy on assets inherited from a deceased person., An inheritance tax is levied on the value of the inheritance received by the beneficiary, and it is paid by the beneficiary., There is no federal inheritance tax., Inherited assets may be taxed for residents of Iowa, Kentucky, Maryland, Nebraska, New Jersey, and Pennsylvania., Whether you may pay inheritance tax depends on the amount of the inheritance, your relationship to thedecedent, and the state in which the decedent lived.",https://www.investopedia.com/terms/i/inheritancetax.asp
Inherited IRA: Definition and Tax Rules for Spouses and Non-Spouses,"An inherited IRA, also known as a beneficiary IRA, is an account that you open when you inherit an IRA after the original owner dies., You can't make additional contributions to an inherited IRA., Withdrawals rules vary for spousal and non-spousal beneficiaries., The SECURE Act mandated that non-spousal beneficiaries must withdraw all the funds from an inherited IRAs within 10 years., Traditional IRA owners must take required minimum distributions starting at age 73.",https://www.investopedia.com/terms/i/inherited_ira.asp
"Initial Margin: Definition, Minimum Requirements, Example","Initial margin is the percent of a purchase price that must be paid with cash when using a margin account., Fed regulations currently require that the initial margin is set at a minimum of 50% of a security's purchase price. But brokerages and exchanges can set initial margin requirements higher than the Fed minimum., Initial margin requirements are different from maintenance margin requirements, which is the percent of equity that must be retained on an ongoing basis in the account.",https://www.investopedia.com/terms/i/initialmargin.asp
"Inorganic Growth: Definition, How It Arises, Methods, and Example","Inorganic growth is growth from buying other businesses or opening new locations., Meanwhile, organic growth is internal growth the company sees from its operations, often measured by same-store or comparable sales., Acquisitions can help immediately boost a company’s earnings and increase market share., The downside of inorganic growth via acquisitions is that implementation of technology or integration of the new employees can take time., Inorganic growth involving the opening of new stores can capitalize on high-traffic areas, but it can also cannibalize existing stores.",https://www.investopedia.com/terms/i/inorganicgrowth.asp
Indemnity: What It Means in Insurance and the Law,"Indemnity is a comprehensive form of insurance compensation for damage or loss., In an indemnity arrangement, one party agrees to pay for potential losses or damage caused by another party., A typical example is an insurance contract, in which the insurer or the indemnitor agrees to compensate the other (the insured or the indemnitee) for any damage or losses in return for premiums paid by the insured to the insurer.",https://www.investopedia.com/terms/i/indemnity.asp
"Input-Output Analysis: Definition, Main Features, and Types","Input-output analysis is a macroeconomic analysis based on the interdependencies between different economic sectors or industries., Input-output analysis is used to estimate the impacts of positive or negative economic shocks and analyzes the ripple effects throughout the economy., The use of input-output analysis is not common in the Western world or neoclassical economics but often used in Marxist economics when central planning of an economy is required., Input-output tables are the foundation of input-output analysis, depicting rows and columns of data that quantify the supply chain for all of the sectors of an economy., Three types of impacts are modeled in input-output analysis. They are direct impact, indirect impact, and induced impact., These impacts on the economy are determined when certain input levels are changed.",https://www.investopedia.com/terms/i/input-output-analysis.asp
Understanding an Inside Day Pattern With Example,"An inside day is a common technical chart pattern where the high and low of one day occur inside the high and low of the prior day., Inside days are thought to signal a continuation pattern., If trading a breakout from the pattern, the highest probability trades are ones where the overall market direction aligns with the direction into and out of the two-day pattern.",https://www.investopedia.com/terms/i/inside_day.asp
"INSEAD: What It Means, History, Programs","INSEAD is one of the world's leading and largest graduate business schools with five campuses and centers around the globe., The school offers a variety of graduate programs, including MBAs, a doctorate in management, and a certificate program., The school has 165 faculty members and more than 1,500 students enrolled in its graduate degree-granting programs each year.",https://www.investopedia.com/terms/i/insead.asp
"What Is Inside Sales? Definition, How It Works, and Advantages","An inside sale is the sale of products or services made by personnel who reach customers by phone or online., Outside sales would instead rely on in-person meetings and physical interaction., Inside and outside sales may be paired for greater efficiency, where they assist each other in tasks, such as lead generation, to increase sales., Purchasing goods and services online or by phone is increasingly popular among consumers.",https://www.investopedia.com/terms/i/inside-sales.asp
"Insider Information: Definition, Example, Illegality","Insider information refers to non-public facts about a publicly-traded company which could provide an advantage to investors., The manipulation of insider information to benefit an investor in buying or selling stock is known as insider trading and is illegal., The Securities and Exchange Commission regulates legal insider trading.",https://www.investopedia.com/terms/i/insiderinformation.asp
"Installment Debt: Meaning, Types, Pros and Cons","An installment debt is a loan that is repaid in regular installments, such as most mortgages and car loans., Installment loans are good for borrowers as it's a way to finance big-ticket items, while they provide lenders with regular payments., Installments loans are generally less risky than other alternative loans that do not have installment payments, such as balloon-payment loans or interest-only loans., An installment debt may be a type of personal loan., Your amortization schedule determines how much you pay in monthly installment debt payments.",https://www.investopedia.com/terms/i/installmentdebt.asp
"Insolvencies: Definition, How It Works, and Contributing Factors","Insolvency is a state of financial distress in which a person or business is unable to pay their debts., Insolvency is when liabilities are greater than the value of the company, or when a debtor cannot pay the debts they owe., A company can become insolvent due to a number of situations that lead to poor cash flow., When faced with insolvency, a business or individual can contact creditors directly and restructure debts to pay them off.",https://www.investopedia.com/terms/i/insolvency.asp
What Is Insider Trading and When Is It Legal?,"Insider trading is buying or selling a publicly traded company's stock by someone with non-public, material information about that company., Non-public, material information is any information that could substantially impact an investor's decision to buy or sell a security that has not been made available to the public., This form of insider trading is illegal and has stern penalties, including potential fines and jail time., Insider transactions are legal as long as you conform to the rules set forth by the SEC.",https://www.investopedia.com/terms/i/insidertrading.asp
"Institute For Supply Management (ISM): What It Is, How It Works","The Institute for Supply Management is a nonprofit supply management association., The organization was established in 1915 as the National Association of Purchasing Agents before changing its name in 2002., It provides certification, development, education, and research for the supply management and purchasing industries., ISM members can earn the Certified Professional in Supply Management or the Certified Professional in Supplier Diversity., The ISM publishes three Purchase Managers' Indexes as part of its ISM Manufacturing Report on Business, which is considered a leading economic indicator.",https://www.investopedia.com/terms/i/institute-for-supply-management.asp
"Institute of Management Accountants (IMA): Meaning, How it Works","The Institute of Management Accountants (IMA) is a global association for financial professionals and offers the prestigious Certified Management Accountant (CMA) designation., The IMA's mission is to promote education and development in management accounting and finance, the highest ethics and best business practices., As of Sept. 21, 2022, the IMA had approximately 140,000 members in 150 countries.",https://www.investopedia.com/terms/i/institute-of-management-accountants.asp
"Instrument: Definition in Finance, Economics, and Law","An instrument is an implement with which to store or transfer value or financial obligations., A financial instrument is a tradable or negotiable asset, security, or contract., Legal instruments may contain binding terms, rights, and/or obligations.",https://www.investopedia.com/terms/i/instrument.asp
Institutional Investor: Who They Are and How They Invest,"An institutional investor is a company or organization that invests money on behalf of clients or members., Hedge funds, mutual funds, and endowments are examples of institutional investors., Institutional investors are considered savvier than the average investor and are often subject to less regulatory oversight., The buying and selling of large positions by institutional investors can create supply and demand imbalances that result in sudden price moves in stocks, bonds, or other assets., Institutional investors are the big fish on Wall Street.",https://www.investopedia.com/terms/i/institutionalinvestor.asp
I/B/E/S - The Institutional Brokers' Estimate System Explained,"The Institutional Brokers' Estimate System, or IBES, is a database of analyst estimates and company guidance for more than 23,400 public companies., The database aggregates all of the available financial data on companies and company sectors to aid in decision-making., It features a host of data from equity analyst consensus to forward guidance., Historical data is available from 1976 when IBES was introduced, with international data going back to 1987., IBES is owned today by Thomson Reuters.",https://www.investopedia.com/terms/i/ibes.asp
Insurable Interest,"Insurable interest is the basis of all insurance policies linking the insured and owner of the policy., Insurable interest can be an object which, if damaged or destroyed, would result in financial hardship for the policyholder., To exercise insurable interest, the policyholder would buy insurance on the item or entity in question., The policy must not create a moral hazard, in which a policyholder would have a financial incentive to allow or even cause a loss.",https://www.investopedia.com/terms/i/insurable-interest.asp
Non-Sufficient Funds (NSF): What It Means & How to Avoid Fees,"A checking account is said to have “non-sufficient funds” (NSF), or ""insufficient funds” when it lacks the money needed to cover transactions., The acronym NSF also references the fee a customer is charged for presenting a check or payment that cannot be covered by the balance in the account., Consumers can avoid NSF fees by opting for overdraft protection through their banks.",https://www.investopedia.com/terms/n/nsf.asp
"Insurance: Definition, How It Works, and Main Types of Policies","Insurance is a contract (policy) in which an insurer indemnifies another against losses from specific contingencies or perils., There are many types of insurance policies. Life, health, homeowners, and auto are among the most common forms of insurance., The core components that make up most insurance policies are the premium, deductible, and policy limits.",https://www.investopedia.com/terms/i/insurance.asp
Insurance Claim,"An insurance claim is a formal request by a policyholder to an insurance company for coverage or compensation for a covered loss or policy event., The insurance company validates the claim and, once approved, issues payment to the insured or an approved interested party on behalf of the insured., For property-casualty insurance, such as for your car or home, filing a claim can cause rate hikes to your future premiums.",https://www.investopedia.com/terms/i/insurance_claim.asp
Insurance Coverage: Major Types and How They Work,"Insurance coverage refers to the amount of risk or liability that is covered for an individual or entity by way of insurance services., The most common types of insurance coverage include auto insurance, life insurance and homeowners insurance., Insurance coverage helps consumers recover financially from unexpected events, such as car accidents or the loss of an income-producing adult supporting a family., In exchange for insurance coverage, the insured person is responsible for paying premiums to the insurance company.",https://www.investopedia.com/terms/i/insurance-coverage.asp
"Insurance Premium Defined, How It's Calculated, and Types","An insurance premium is the amount of money an individual or business must pay for an insurance policy., Insurance premiums are paid for policies that cover healthcare, auto, home, and life insurance., Failure to pay the premium on the part of the individual or the business may result in the cancellation of the policy and a loss of coverage., Some premiums are paid quarterly, monthly, or semi-annually depending on the policy., Shopping around for insurance may help you find affordable premiums.",https://www.investopedia.com/terms/i/insurance-premium.asp
"Insurance Underwriter: Definition, What Underwriters Do","Insurance underwriters evaluate the risks involved in insuring people and assets and establish pricing for a risk., Underwriters in investment banking guarantee a minimum share price for a company planning an IPO (initial public offering)., Commercial banking underwriters assess the risk of lending to individuals or lenders and charge interest to cover the cost of assuming that risk., Insurance underwriters assume the risk of a future event and charge premiums in return for a promise to reimburse the client an amount in the event damage or occurs.",https://www.investopedia.com/terms/i/insurance-underwriter.asp
Overview of Insurtech & Its Impact on the Insurance Industry,"Insurtech is the use of technology innovations designed to make the current insurance model more efficient., By using technology such as data analysis, IoT, and AI, insurtech allows products to be priced more competitively., Insurtech is used to more effectively process claims, evaluate risk, process contracts, or underwrite policies., Insurtech is similar to fintech, as both leverage modern solutions that are revolutionizing each respective traditional industry., There are headwinds for insurtechs, notably regulation issues and a reluctance of established insurers to work with them.",https://www.investopedia.com/terms/i/insurtech.asp
"Intellectual Capital: Definition, Types, Measurement, Importance","Intellectual capital refers to the intangible assets that contribute to a company's bottom line. These assets include the expertise of employees, organizational processes, and the sum of knowledge contained within the organization., There is no standard method to measure intellectual capital, and standards for measurement vary across organizations., Intellectual capital includes human capital, information capital, brand awareness, and instructional capital., Businesses can increase intellectual capital by hiring better employees, conducting training programs for employees, and developing new patents.",https://www.investopedia.com/terms/i/intellectual_capital.asp
"Intangible Personal Property: Definition, Types, and Example","Intangible personal property has no physical shape but represents something else of value., Intellectual property is one of the most common forms of intangible personal property., Some examples of intangible personal property include image, social, and reputational capital, as well as personal social media pages and other personal digital assets., Companies also have intangible property, such as patents, copyrights, life insurance contracts, securities investments, and partnership interests., It is the opposite of tangible personal property, such as machinery, jewelry, electronics, and other items can be physically touched and have some level of value assigned to them.",https://www.investopedia.com/terms/i/intangible-personal-property.asp
What Are Intangible Assets? Examples and How to Value,"An intangible asset is an asset that is not physical in nature, such as a patent, brand, trademark, or copyright., Businesses can create or acquire intangible assets., An intangible asset can be considered indefinite (a brand name, for example) or definite, like a legal agreement or contract., Intangible assets created by a company do not appear on the balance sheet and have no recorded book value.",https://www.investopedia.com/terms/i/intangibleasset.asp
Intentionally Defective Grantor Trusts (IDGT) in Estate Planning,"An intentionally defective grantor trust (IDGT) allows a person to isolate certain trust assets to segregate income tax from estate tax treatment., It is effectively a grantor trust with a purposeful flaw that ensures the individual continues to pay income taxes., IDGTs are most often utilized when the trust beneficiaries are children or grandchildren where the grantor has paid income tax on the growth of assets they will inherit.",https://www.investopedia.com/terms/i/igdt.asp
"Inter-American Development Bank (IDB): What it is, How it Works","Inter-American Development Bank (IDB) is a cooperative bank to help support the economic and social development of Latin America and Caribbean countries., The IBD includes 48 countries, including the U.S., and financed $13.6 billion for 94 projects in 2021., The funds that the Inter-American Development Bank lends to its member countries are raised in the bond market., The U.S. is the IDB’s largest shareholder with a 30% stake.",https://www.investopedia.com/terms/i/idb.asp
"Interactive Media: Definition, Types, and Examples","Interactive media refers to the ways in which people process and share information., It's meant to engage the user and interact with them in a way that non-interactive media does not., Social media, virtual reality, and apps are all forms of interactive media. Television and radio are the most common examples of non-interactive media., Interactive media arose through the Internet revolution of the 1990s and improved technology, such as smartphones., The uses of interactive media are far and wide, ranging from education and networking to video games.",https://www.investopedia.com/terms/i/interactive-media.asp
Interbank Network for Electronic Transfer (INET) Overview,"Interbank Network for Electronic Transfer (INET) processed MasterCard’s debit and credit card transactions., INET orchestrated the transfer of funds, while MasterCard’s Interbank National Authorization System (INAS) processed card authorizations., The two systems were later combined into Banknet, a single entity tying together all MasterCard data processing centers and issuing members into one financial network.",https://www.investopedia.com/terms/i/interbank-network-for-electronic-transfer-inet.asp
The Interbank Market: What It Is and How It Works,"The interbank market is a global network used by financial institutions to trade currencies and other currency derivatives directly between themselves., Banks use the interbank market to manage their own exchange rate and interest rate risk., They can also use the market to take speculative positions based on research., Most transactions within the interbank network are for a short duration, anywhere from overnight to six months.",https://www.investopedia.com/terms/i/interbankmarket.asp
"What Is the Interbank Rate? Definition, How It Works, and Example","The interbank rate, also known as the federal funds rate, is the interest charged on short-term loans made between financial institutions., The term ""interbank rate"" may also refer to the foreign exchange rates paid by banks when they trade currencies with other banks., In either case, these are the lowest rates that can be found at any particular time and are reserved for the big banking institutions.",https://www.investopedia.com/terms/i/interbankrate.asp
"Interbank Deposit: What it Means, How it Works","An interbank deposit is an arrangement between two banks in which one holds funds in an account for another institution., The arrangement requires that the holding bank open a due to account for the other., Most interbank trading conducted on the market is proprietary—banks do so usually between and for each other only.",https://www.investopedia.com/terms/i/interbank-deposits.asp
Intercontinental Exchange (ICE): What It Is and What It Does,"The Intercontinental Exchange (ICE) is an American company that owns and operates financial and commodity marketplaces and exchanges., ICE was founded in 2000 and became a publicly traded company on November 16, 2005; it was added to the Russell 1000 Index on June 30, 2006., When it was founded, the company's primary focus was on energy products; however, through various acquisitions, the company's activities have broadened to include other commodities, foreign cash exchanges, and equity index futures.",https://www.investopedia.com/terms/i/intercontinentalexchange.asp
Interest: Definition and Types of Fees For Borrowing Money,"Interest is the monetary charge for borrowing money—generally expressed as a percentage, such as an annual percentage rate (APR)., Interest may be earned by lenders for the use of their funds or paid by borrowers for the use of those funds., Interest is often considered simple interest (based on the principal amount) or compound interest (based on principal and previously-earned interest)., Interest is often associated with credit cards, mortgages, car loans, private loans, savings accounts, or penalty assessments., Interest is highly dependent on macroeconomic policy dictated by the Federal Reserve's Federal funds rate.",https://www.investopedia.com/terms/i/interest.asp
"Interest Expenses: How They Work, Coverage Ratio Explained","An interest expense is an accounting item that is incurred due to servicing debt., Interest expenses are often given favorable tax treatment., For companies, the greater the interest expense the greater the potential impact on profitability. Coverage ratios can be used to dig deeper.",https://www.investopedia.com/terms/i/interestexpense.asp
"Interest Coverage Ratio: Formula, How It Works, and Example","The interest coverage ratio is used to measure how well a firm can pay the interest due on outstanding debt., The interest coverage ratio is calculated by dividing a company's earnings before interest and taxes (EBIT) by its interest expense during a given period., Some variations of the formula use EBITDA or EBIAT instead of EBIT to calculate the ratio., Generally, a higher coverage ratio is better, although the ideal ratio may vary by industry.",https://www.investopedia.com/terms/i/interestcoverageratio.asp
"Interest Rate Call Option: What it is, How it Works, Example","An interest rate call option is a derivative that gives the holder the right, but not the obligation, to pay a fixed rate and to receive a variable rate for a specific period., Interest rate call options can be put in contrast with interest rate puts., Interest rate calls are used by lending institutions to lock interest rates offered to borrowers, among other uses., Investors who want to hedge a position on a loan in which floating interest rates are paid can use interest rate call options.",https://www.investopedia.com/terms/i/interest_rate_call_option.asp
"Interest-Only Mortgage: Definition, How They Work, Pros and Cons","An interest-only mortgage is one where you solely make interest payments for the first several years of the loan, as opposed to your payments including both principal and interest., Interest-only payments may be made for a specified time period, may be given as an option, or may last throughout the duration of the loan (mandating you pay it all back at the end)., Usually, interest-only loans are structured as a particular type of adjustable-rate mortgage., While interest-only mortgages mean lower payments for a while, they also mean you aren't building up equity, and mean a big jump in payments when the interest-only period ends.",https://www.investopedia.com/terms/i/interestonlymortgage.asp
Interest Rates: Different Types and What They Mean to Borrowers,"The interest rate is the amount charged on top of the principal by a lender to a borrower for the use of assets., An interest rate also applies to the amount earned at a bank or credit union from a deposit account., Most mortgages use simple interest. However, some loans use compound interest, which is applied to the principal but also to the accumulated interest of previous periods., A borrower that is considered low-risk by the lender will have a lower interest rate. A loan that is considered high-risk will have a higher interest rate., The APY is the interest rate that is earned at a bank or credit union from a savings account or CD. Savings accounts and CDs use compounded interest.",https://www.investopedia.com/terms/i/interestrate.asp
What Is an Interest-Rate Derivative? Definition and Examples,"An interest rate derivative is a financial contract whose value is based on some underlying interest rate or interest-bearing asset., These may include interest rate futures, options, swaps, swaptions, and FRA's., Entities with interest rate risk can use these derivatives to hedge or minimize potential losses that may accompany a change in interest rates.",https://www.investopedia.com/terms/i/interest-rate-derivative.asp
"Interest Rate Collar: Definition, How It Works, Example","An interest rate collar uses options contracts to hedge interest rate risk to protect variable rate borrowers against rising rates or lenders against falling rates in the case of a reverse collar., A collar involves selling a covered call and simultaneously buying a protective put with the same expiration, establishing a floor and a cap on interest rates., While the collar effectively hedges interest rate risk, it also limits any potential upside that would have been conferred by a favorable movement in rates.",https://www.investopedia.com/terms/i/interestratecollar.asp
Interest Rate Differential (IRD) Definition and Examples,"Interest rate differentials (IRDs) simply measure the difference between interest rates of two different instruments., IRD is most often used in fixed income, forex, and lending markets., IRD also plays a key role in calculating a currency carry trade.",https://www.investopedia.com/terms/i/interest-rate-differential.asp
What Is an Interest Rate Floor and How Is It Used With a Loan?,"Contracts and loan agreements often include interest rate floors., Interest rate floors are in contrast to interest rate ceilings or caps., There are three common interest rate derivative contracts, with interest rate floors being just one., If a variable rate falls below the interest rate floor, the floor is triggered and will be the prevailing rate for the period., A variable-rate floor is meant to protect a lender by ensuring a minimum interest assessment can be collected each month even if adjustable rates reach 0%.",https://www.investopedia.com/terms/i/interestratefloor.asp
What Is an Interest Rate Future? Definition and How to Calculate,"Interest rate futures are a financialderivativethat allows exposure to changes in interest rates., Interest rate futures prices move inversely to interest rates., Investors can speculate on the direction of interest rates with interest rate futures or use the contracts to hedge against rate changes., Most interest rate futures that trade on American exchanges have U.S. Treasury securities as their underlying asset.",https://www.investopedia.com/terms/i/interestratefuture.asp
"Interest Rate Options: Definition, How They Work, and Example","Interest rate options are financialderivativesthat allow investors to hedge or speculate on the directional moves in interest rates. A call option allows investors to profit when rates rise and put options allow investors to profit when rates fall., Interest rate options are cash-settled, which is the difference between the exercisestrike priceof the option and the exercise settlement value determined by the prevailingspot yield., Interest rate options have European-style exercise provisions, which means the holder can onlyexercisetheir options at expiration.",https://www.investopedia.com/terms/i/interestrateoptions.asp
"Interest Rate Parity (IRP) Definition, Formula, and Example","Interest rate parity is the fundamental equation that governs the relationship between interest rates and currency exchange rates., The basic premise of interest rate parity is that hedged returns from investing in different currencies should be the same, regardless of their interest rates., Parity is used by forex traders to find arbitrage opportunities.",https://www.investopedia.com/terms/i/interestrateparity.asp
"Interest Rate Sensitivity: Definition, What It Measures, and Types","Interest rate sensitivity is how much a fixed-income asset price moves with changes in interest rates., Interest rates and fixed-income asset prices are inversely correlated., More interest rate sensitivity means an asset's price fluctuates more with a change in interest rates., The longer the maturity of the asset, the more sensitive the asset to changes in interest rates.",https://www.investopedia.com/terms/i/interest-rate-sensitivity.asp
Interest Rate Risk Definition and Impact on Bond Prices,"Interest rate risk is the potential that a change in overall interest rates will reduce the value of a bond or other fixed-rate investment:, As interest rates rise bond prices fall, and vice versa. This means that the market price of existing bonds drops to offset the more attractive rates of new bond issues., Interest rate risk is measured by a fixed income security's duration, with longer-term bonds having a greater price sensitivity to rate changes., Interest rate risk can be reduced through diversification of bond maturities or hedged using interest rate derivatives.",https://www.investopedia.com/terms/i/interestraterisk.asp
Intermediate Good: Definition and Examples,"Intermediate goods are products that are used in the production process to make other goods, which are ultimately sold to consumers., Intermediate goods are sold industry-to-industry for resale or to produce other products., Intermediate goods are typically used directly by a producer, sold to another company to make another intermediary good, or sold to another company to make a finished product., When calculating gross domestic product (GDP), economists use the value-added approach with intermediate goods to guarantee that they are not counted twice—once when purchased, and once when the final good is sold.",https://www.investopedia.com/terms/i/intermediate-good.asp
"Interest Rate Swap: Definition, Types, and Real-World Example","Interest rate swaps are forward contracts in which one stream of future interest payments is exchanged for another based on a specified principal amount., Interest rate swaps can exchange fixed or floating rates to reduce or increase exposure to fluctuations in interest rates., Interest rate swaps are sometimes called plain vanilla swaps, since they were the original and often the simplest such swap instruments.",https://www.investopedia.com/terms/i/interestrateswap.asp
"What Is an Interim Statement? Definition, Purpose, Example","Interim statements are financial reports produced by firms covering a period of less than one year., The goal is to keep shareholders and analysts more up-to-date and in regular communication with corporate management, and to alert the public to material changes to the company in a timely fashion., Quarterly reports are commonly used by companies, and may sometimes be mandated by the SEC.",https://www.investopedia.com/terms/i/interim-statement.asp
What Is an Interim Dividend? How It's Paid and Who Is Eligible,"An interim dividend is typically one of two dividends given out by a company that is providing shareholders with income on a semi-annual basis., The interim dividend is usually paid out ahead of a firm's annual general meeting and the release of the final version of its financial statements., Final dividends are paid out after the release of the final version of a company's financial statements., As a result, final dividends are paid from current earnings, and interim dividends are paid from retained earnings., The company's Board of Directors is responsible for declaring an interim dividend, but whether it's approved or not is up to shareholders.",https://www.investopedia.com/terms/i/interimdividend.asp
"Internal Auditor (IA): Definition, Process, and Example","An internal auditor (IA) is a trained professional tasked with providing independent and objective evaluations of company financial and operational business activities., They are employed to ensure that companies follow proper procedures and function efficiently., Final reports are presented to senior management and can include recommendations.",https://www.investopedia.com/terms/i/internalauditor.asp
"Internal Audit: What It Is, Different Types, and the 5 Cs","An internal audit offers risk management and evaluates the effectiveness of many different aspects of the company., Types of internal audits include financial, operational, compliance, environmental, IT, or for a very specific purpose., Internal audits provide management and the board of directors with a value-added service where flaws in a process may be caught and corrected prior to external audits., Similar to external audits, internal audits are conducted through planning, auditing, reporting, and monitoring steps., Internal audits may enhance the efficiency of operations, motivate employees to adhere to company policy, and allow management to explore specific areas of its operations.",https://www.investopedia.com/terms/i/internalaudit.asp
"Internal Growth Rate (IGR): Definition, Uses, Formula and Example","An internal growth rate (IGR) is the highest level of growth achievable for a business without obtaining outside financing., A firm's maximum internal growth rate is the level of business operations that can continue to fund and grow the company without issuing new equity or debt., Internal growth can be generated by adding new product lines or expanding existing ones.",https://www.investopedia.com/terms/i/internalgrowthrate.asp
"Internal Controls: Definition, Types, and Importance","Internal controls are the mechanisms, rules, and procedures implemented by a company to ensure the integrity of financial and accounting information, promote accountability and prevent fraud., Internal controls aid companies in complying with laws and regulations, and preventing employees from stealing assets or committing fraud., They also can help improve operational efficiency by improving the accuracy and timeliness of financial reporting., Internal audits play a critical role in a company’s internal controls and corporate governance., The Sarbanes-Oxley Act of 2002 made managers legally responsible for the accuracy of their companies' financial statements.",https://www.investopedia.com/terms/i/internalcontrols.asp
Internalization: Definition in Business and Investing With Examples,"The term ""internalization"" refers to handling transactions or projects internally instead of paying an outside entity to do so., Internalization occurs at a brokerage when an order to buy securities such as stocks is filled using inventory held by the brokerage., Company internalization occurs when some project or transaction is completed in-house, not by an outside vendor., Multinational internalization can occur when the corporation transfers assets to one of its subsidiaries in need of them., A benefit of internalization is cost savings.",https://www.investopedia.com/terms/i/internalization.asp
Internal Rate of Return (IRR): Formula and Examples,"The internal rate of return (IRR) is the annual rate of growth that an investment is expected to generate., IRR is calculated using the same concept as net present value (NPV), except it sets the NPV equal to zero., The ultimate goal of IRR is to identify the rate of discount, which makes the present value of the sum of annual nominal cash inflows equal to the initial net cash outlay for the investment., IRR is ideal for analyzing capital budgeting projects to understand and compare potential rates of annual return over time., In addition to being used by companies to determine which capital projects to use, IRR can help investors determine the investment return of various assets.",https://www.investopedia.com/terms/i/irr.asp
What Is the Internal Revenue Service (IRS)?,"The Internal Revenue Service (IRS) is the U.S. government agency responsible for collecting federal taxes and enforcing tax laws., Most of the work of the IRS involves individual and corporate income taxes., The IRS audits taxpayers randomly or after detecting irregularities in tax returns.",https://www.investopedia.com/terms/i/irs.asp
Understanding International Accounting Standards (IAS),"International Accounting Standards were replaced in 2001 by the International Financial Reporting Standards (IFRS), Currently, the United States, Japan, and China are the only major capital markets without an IFRS mandate, The U.S. accounting standards body has been collaborating with the Financial Accounting Standards Board since 2002 to improve and converge American accounting principles (GAAP) and IFRS.",https://www.investopedia.com/terms/i/ias.asp
What Is an International Bank Account Number (IBAN) and How Does It Work,"An international bank account number (IBAN) is a standard international numbering system for individual bank accounts around the world., Banks in Europe originally developed the system to simplify transactions involving bank accounts from other countries., An IBAN is used to identify an individual account involved in an international transaction., The IBAN also acts as a method of verifying that transaction details are correct., Society for Worldwide Interbank Financial Telecommunication (SWIFT)codes are another form of international identification systems, but they differ because SWIFT codes are used to identify a specific bank during an international transaction.",https://www.investopedia.com/terms/i/iban.asp
International Bank of Reconstruction and Development (IBRD),"The International Bank of Reconstruction and Development (IBRD) is one of two major institutions that make up the World Bank., The IBRD advises countries that are interested in limiting poverty and enabling sustainable development., Its main focus is on providing financing and economic policy advice to help the leaders of middle-income countries navigate the path toward greater prosperity.",https://www.investopedia.com/terms/i/international-bank-of-reconstruction-and-development.asp
"International Banking Facility (IBF): Meaning, Regulations","International banking facilities (IBFs) allow depository institutions in the U.S. to offer services to foreign residents and institutions free of some Federal Reserve requirements and some state and local income taxes., IBFs enable U.S. institutions to compete more effectively for foreign-source deposits and loan business., Banks may conduct their IBF activities in their existing U.S.-based offices, but they must maintain separate IBF accounting books.",https://www.investopedia.com/terms/i/ibf.asp
"International Chamber of Commerce (ICC) Definition, Activities","The International Chamber of Commerce (ICC) is the largest business organization in the world, with 45 million member companies from more than 100 countries., The International Chamber of Commerce (ICC) aims to foster international trade and commerce to promote and protect open markets for goods and services and the free flow of capital., The ICC performs a number of functions for businesses, including the establishment of rules, dispute resolution, policy advocacy, and training., The ICC's vast networks of committees and experts belong to a full range of business sectors and keep members informed of all issues that affect their industries., The ICC maintains contact with the United Nations, the World Trade Organization, and other intergovernmental agencies.",https://www.investopedia.com/terms/i/international-chamber-of-commerce-icc.asp
"International Bond Investing: Definition, Examples, and Risks","An international bond is generally a debt obligation that is issued by a non-domestic entity in its native currency., Most international bonds are corporate bonds but some government bonds are investable assets., International bonds offer portfolio diversification but are subject to currency risk.",https://www.investopedia.com/terms/i/internationalbond.asp
"What Is International Finance, and Why Is It So Important?","International finance is the study of monetary interactions that transpire between two or more countries., International finance focuses on areas such as foreign direct investment and currency exchange rates., Increased globalization has magnified the importance of international finance., An initiative known as the Bretton Woods system emerged from a 1944 conference attended by 40 nations and aims to standardize international monetary exchanges and policies in a broader effort to nurture post World War II economic stability.",https://www.investopedia.com/terms/i/international-finance.asp
International Finance Corporation (IFC): Definition and Example,"A member of the World Bank Group, the International Finance Corporation (IFC) provides financing for private enterprise investments in developing countries., The IFC says its focus is eliminating poverty through economic development, but critics claim it is more focused on profits than people., In fiscal year 2021, the IFC invested $31.5 billion in financing initiatives.",https://www.investopedia.com/terms/i/international-finance-corporation.asp
International Depository Receipt (IDR): Definition and Uses,"An IDR or ADR is a certificate of ownership of a number of shares in a company that trades on a foreign exchange., Investing in IDRs is an alternative to purchasing stock on a foreign exchange., For the companies, it enables greater access to foreign investors.",https://www.investopedia.com/terms/i/idr.asp
"International Fisher Effect (IFE): Definition, Example, Formula","The International Fisher Effect (IFE) states that differences in nominal interest rates between countries can be used to predict changes in exchange rates., According to the IFE, countries with higher nominal interest rates experience higher rates of inflation, which will result in currency depreciation against other currencies., In practice, evidence for the IFE is mixed and in recent years direct estimation of currency exchange movements from expected inflation is more common.",https://www.investopedia.com/terms/i/ife.asp
